Domain,Username,Country,Followers,Following,Medias,Likes,Tweets,Listed,IsActive,LastModifiedDate
rferl.org,rferl,US,206592,1107,36444,253,106880,4146,1,2025-03-22 16:26:48
poynter.org,poynter,US,206127,1931,11576,7441,87728,8070,1,2025-03-22 16:26:48
news3lv.com,news3lv,US,197170,1778,43996,2093,333194,1545,1,2025-03-22 16:26:48
edmontonjournal.com,edmontonjournal,US,195874,272,83312,2125,281059,1759,1,2025-03-22 16:26:48
occrp.orgen,occrp,BA,195359,2231,4366,4967,33903,2278,1,2025-03-22 16:26:48
sfweekly.com,sfweekly,US,195206,910,19158,1959,47398,2722,1,2025-03-22 16:26:48
projectveritasaction.com,pveritas_action,US,194900,711,560,1216,3123,439,1,2025-03-22 16:26:48
lex18.com,lex18news,US,194555,703,28891,5009,229629,842,1,2025-03-22 16:26:48
palmbeachpost.com,pbpost,US,194467,14869,38164,715,271783,1717,1,2025-03-22 16:26:48
boingboing.net,boingboing,US,193754,2000,43,11919,483,9895,1,2025-03-22 16:26:48
elcorreo.com,elcorreo_com,ES,193162,779,22945,192,258723,1961,1,2025-03-22 16:26:48
scotsman.com,thescotsman,GB,190805,1252,114953,2314,389043,1994,1,2025-03-22 16:26:48
theprovince.com,theprovince,US,189927,3047,118599,724,314801,2164,1,2025-03-22 16:26:48
usnews.com,usnews,US,189869,711,39405,848,216969,4104,1,2025-03-22 16:26:48
crikey.com.au,crikey_news,AU,188942,981,15129,6380,84320,2610,1,2025-03-22 16:26:48
philly.com,phillydailynews,US,188034,680,12935,668,195077,1768,1,2025-03-22 16:26:48
buffalonews.com,thebuffalonews,US,187936,797,29765,1196,311160,1431,1,2025-03-22 16:26:48
elpasotimes.com,elpasotimes,US,187661,505,11038,1665,145005,1043,1,2025-03-22 16:26:48
agenciabrasil.ebc.com.br,agenciabrasil,BR,187583,249,122415,2636,204774,2075,1,2025-03-22 16:26:48
cleveland.com,clevelanddotcom,US,187582,4973,41164,5502,288774,1861,1,2025-03-22 16:26:48
post-gazette.com,pittsburghpg,US,187006,746,45807,1163,337864,2128,1,2025-03-22 16:26:48
katv.com,katvnews,US,186863,614,88037,1494,260675,893,1,2025-03-22 16:26:48
cuestionpublica.com,cuestion_p,CO,186650,0,14697,4649,46660,555,1,2025-03-22 16:26:48
cbnnews.com,cbnnews,US,185772,590,33764,8467,164563,1496,1,2025-03-22 16:26:48
spiked-online.com,spikedonline,US,185574,427,8011,174,72581,1309,1,2025-03-22 16:26:48
wdrb.com,wdrbnews,US,185512,1429,175542,5749,339530,856,1,2025-03-22 16:26:48
whas11.com,whas11,US,185214,665,41130,3548,275076,1017,1,2025-03-22 16:26:48
foxnews.com,specialreport,US,184459,1064,77,66,12248,1412,1,2025-03-22 16:26:48
twincities.com,pioneerpress,US,184324,8905,144745,670,213458,2026,1,2025-03-22 16:26:48
foxnews.com,foxnewsradio,US,184155,312,18851,212,126091,3138,1,2025-03-22 16:26:48
wnyc.org,wnyc,US,183878,1890,19067,11567,116979,4042,1,2025-03-22 16:26:48
newrepublic.com,newrepublic,US,181843,1697,48037,2034,271268,5517,1,2025-03-22 16:26:48
lne.es,lanuevaespana,ES,181805,594,26572,108,282136,1677,1,2025-03-22 16:26:48
courant.com,hartfordcourant,US,179365,553,54103,218,179150,1721,1,2025-03-22 16:26:48
aftenposten.no,aftenposten,NO,179250,2305,5838,3460,82203,1190,1,2025-03-22 16:26:48
economist.com,econus,US,179335,206,13315,1050,70934,3574,1,2025-03-22 16:26:48
thv11.com,thv11,US,178894,418,73533,11014,224895,828,1,2025-03-22 16:26:48
msnbc.com,11thhour,US,178155,710,15378,1236,19767,1306,1,2025-03-22 16:26:48
freebeacon.com,freebeacon,US,178375,3982,47616,4683,164699,2440,1,2025-03-22 16:26:48
airwaysmag.com,airwaysmagazine,US,177668,923,29426,6998,62890,1331,1,2025-03-22 16:26:48
wkyt.com,wkyt,US,177188,2678,10826,4239,216567,837,1,2025-03-22 16:26:48
cnbc.com,cnbci,US,176173,811,95742,358,283536,3363,1,2025-03-22 16:26:48
seattlepi.com,seattlepi,US,175936,22731,29442,1965,187250,2327,1,2025-03-22 16:26:48
factcheck.org,factcheckdotorg,US,174195,37,1668,149,16718,4346,1,2025-03-22 16:26:48
foxnews.com,foxheadlines,US,173769,61,0,1,108352,2996,1,2025-03-23 16:26:45
wsj.com,wsjworld,US,172966,54,10,2,51298,2696,1,2025-03-23 16:26:45
wave3.com,wave3news,US,172547,1411,49078,3281,291035,957,1,2025-03-23 16:26:45
app.com,asburyparkpress,US,172068,1443,26693,12089,210960,1090,1,2025-03-23 16:26:45
abovethelaw.com,atlblog,US,171934,1406,1643,4652,82635,2899,1,2025-03-23 16:26:45
truth-out.org,truthout,US,171772,38853,5160,5695,79728,5261,1,2025-03-23 16:26:45
omaha.com,owhnews,US,171350,8845,38646,1328,261600,1361,1,2025-03-23 16:26:45
onwardstate.com,onwardstate,US,170976,3044,18971,421,97744,859,1,2025-03-23 16:26:45
washingtoncitypaper.com,wcp,US,169738,1730,7707,1615,52733,2686,1,2025-03-23 16:26:45
observer.com,observer,US,169529,51609,20585,24228,108778,4263,1,2025-03-23 16:26:45
commercialappeal.com,memphisnews,US,168386,1426,14051,1921,170443,1310,1,2025-03-23 16:26:45
desmoinesregister.com,dmregister,US,167664,4278,6054,1396,158612,2163,1,2025-03-23 16:26:45
currentaffairs.org,curaffairs,US,166989,610,5811,4158,35381,1229,1,2025-03-23 16:26:45
postandcourier.com,postandcourier,US,166656,244,26955,4386,194939,1628,1,2025-03-23 16:26:45
npr.org,waitwait,US,165947,236,968,1650,7940,3418,1,2025-03-23 16:26:45
mediaite.com,mediaite,US,165485,2906,78466,2204,267296,4483,1,2025-03-23 16:26:45
flightglobal.com,flightglobal,GB,165211,1118,36325,771,70859,2224,1,2025-03-23 16:26:45
elitedaily.com,elitedaily,US,164399,593,55112,44402,144180,1615,1,2025-03-23 16:26:45
citypages.com,citypages,US,164262,437,33807,1280,57761,1518,1,2025-03-23 16:26:45
pennlive.com,pennlive,US,162040,859,21985,4767,322040,1060,1,2025-03-23 16:26:45
clarionledger.com,clarionledger,US,160645,813,12322,1267,200029,1100,1,2025-03-23 16:26:45
statnews.com,statnews,US,160277,4811,17493,40102,79955,4052,1,2025-03-23 16:26:45
insideclimatenews.org,insideclimate,US,159936,2325,3376,985,66553,0,1,2025-03-23 16:26:45
infowars.com,prisonplanettv,US,159537,152,3818,1579,38502,1357,1,2025-03-23 16:26:45
phoenixnewtimes.com,phoenixnewtimes,US,158924,2635,7284,4659,77333,1346,1,2025-03-23 16:26:45
snl24.comdailysun,dailysunsa,ZA,156510,353,91062,9326,172970,408,1,2025-03-23 16:26:45
couriermail.com.au,couriermail,US,155971,1137,50330,1332,200809,1454,1,2025-03-23 16:26:45
opensecrets.org,opensecretsdc,US,155318,3942,5721,6092,60688,4340,1,2025-03-23 16:26:45
kcci.com,kccinews,US,155102,803,137348,3273,384479,940,1,2025-03-23 16:26:45
poder360.com.br,poder360,BR,154482,2133,48361,360,140910,1349,1,2025-03-23 16:26:45
dailyrecord.co.uk,daily_record,GB,153787,2391,70904,1052,436714,1354,1,2025-03-23 16:26:45
wsj.com,wsjmoneybeat,US,153175,155,1042,12,25979,2759,1,2025-03-23 16:26:45
kake.com,kakenews,US,153162,399,25969,17143,204098,843,1,2025-03-23 16:26:45
insidenova.com,insidenova,US,152562,1667,1509,376,55440,522,1,2025-03-23 16:26:45
cincinnati.com,enquirer,US,152178,301,45663,4831,227363,1610,1,2025-03-23 16:26:45
news.bloomberglaw.com,blaw,US,152129,1328,12897,4845,130263,2566,1,2025-03-23 16:26:45
dailydot.com,dailydot,US,151832,9415,138609,16222,281838,2820,1,2025-03-23 16:26:45
adelaidenow.com.au,thetiser,US,151932,193,35115,6258,191345,889,1,2025-03-23 16:26:45
mic.com,mic,US,151722,1103,42850,11864,105666,2872,1,2025-03-23 16:26:45
andscape.com,andscape,US,149524,1121,19180,5890,65917,1635,1,2025-03-23 16:26:45
wsj.com,wsjpolitics,US,149260,261,7826,662,173012,4129,1,2025-03-23 16:26:45
thenational.scot,scotnational,GB,148436,1669,34865,1174,229385,974,1,2025-03-23 16:26:45
cjr.org,cjr,US,147946,3343,11786,6262,68313,4730,1,2025-03-23 16:26:45
kark.com,kark4news,US,148083,2262,50345,7833,233711,892,1,2025-03-23 16:26:45
al.com,alcombirmingham,US,147393,472,21762,501,109276,1076,1,2025-03-23 16:26:45
khon2.com,khonnews,US,147371,4298,34585,8598,124138,1426,1,2025-03-23 16:26:45
thegrio.com,thegrio,US,146969,2939,24085,5074,138883,1900,1,2025-03-23 16:26:45
providencejournal.com,projo,US,145057,1525,29392,1547,153094,1173,1,2025-03-23 16:26:45
democratandchronicle.com,dandc,US,144684,4310,27046,4143,224741,1247,1,2025-03-23 16:26:45
wowt.com,wowt6news,US,144773,1198,31193,1380,200138,861,1,2025-03-23 16:26:45
fox5ny.com,fox5ny,US,144622,601,23258,6080,256867,1984,1,2025-03-23 16:26:45
orlandoweekly.com,orlandoweekly,US,144143,1995,8770,1451,47331,1073,1,2025-03-23 16:26:45
bostonherald.com,bostonherald,US,144057,1574,92238,612,347430,2341,1,2025-03-23 16:26:45
krone.at,krone_at,AT,144281,54,106794,772,170877,585,1,2025-03-23 16:26:45
straight.com,georgiastraight,US,143302,10460,86595,18861,174457,2713,1,2025-03-23 16:26:45
seattleweekly.com,seattleweekly,US,143319,540,3403,786,23251,1949,1,2025-03-23 16:26:45
indiancountrytoday.com,indiancountry,US,142662,604,10895,963,55450,1746,1,2025-03-23 16:26:45
ynet.co.il,ynetalerts,IL,142474,242,93813,309,206922,1066,1,2025-03-23 16:26:45
foxnews.com,foxnewsopinion,US,140917,299,877,34,17799,1733,1,2025-03-23 16:26:45
msmagazine.com,msmagazine,US,140644,2937,3157,14045,47641,2905,1,2025-03-23 16:26:45
amabhungane.org,amabhungane,ZA,140267,1161,3338,1015,12055,544,1,2025-03-23 16:26:45
delawareonline.com,delawareonline,US,139580,351,27093,765,126140,742,1,2025-03-23 16:26:45
sacurrent.com,sacurrent,US,139290,3152,12698,1265,54540,727,1,2025-03-23 16:26:45
clevescene.com,clevelandscene,US,137766,1443,22344,28284,101330,1105,1,2025-03-23 16:26:45
unherd.com,unherd,GB,137745,159,2703,826,78643,1111,1,2025-03-23 16:26:45
wbez.org,wbez,US,137040,1888,10329,6291,84197,2722,1,2025-03-23 16:26:45
syracuse.com,syracusedotcom,US,136889,352,25155,271,285264,792,1,2025-03-23 16:26:45
riverfronttimes.com,riverfronttimes,US,136842,10,15713,3234,74322,1465,1,2025-03-23 16:26:45
thebulwark.com,bulwarkonline,US,139067,181,3126,3766,48503,1443,1,2025-03-23 16:26:45
thestranger.com,thestranger,US,136192,601,14789,12009,54222,1239,1,2025-03-23 16:26:45
pressofatlanticcity.com,thepressofac,US,136020,270,21370,141,131766,314,1,2025-03-23 16:26:45
abc.net.au,abcaustralia,US,135905,80,6240,321,17370,1500,1,2025-03-23 16:26:45
wnyt.com,wnyt,US,135869,1123,35918,776,157125,849,1,2025-03-23 16:26:45
foxnews.com,ffweekend,US,135427,108,1934,114,6091,782,1,2025-03-23 16:26:45
punchbowl.news,punchbowlnews,US,135354,57,1853,3815,14296,1509,1,2025-03-23 16:26:45
campusreform.org,campusreform,US,135110,6350,4500,2264,82826,1315,1,2025-03-23 16:26:45
theonion.com,onionpolitics,US,133126,131,1320,0,2703,1544,1,2025-03-23 16:26:45
opendemocracy.net,opendemocracy,US,132825,781,12935,1493,94058,2560,1,2025-03-23 16:26:45
ctpost.com,connpost,US,132638,1291,5085,195,150065,993,1,2025-03-23 16:26:45
foxnews.com,foxnewsinsider,US,132454,352,15570,728,73654,1280,1,2025-03-23 16:26:45
inews.co.uk,theipaper,GB,132206,166,85456,3583,325673,2032,1,2025-03-23 16:26:45
spacenews.com,spacenews_inc,US,132195,279,13131,120,22875,2605,1,2025-03-23 16:26:45
cnsnews.com,cnsnews,US,130536,1287,565,830,108855,2038,1,2025-03-23 16:26:45
wsj.com,wsjcentralbanks,US,129743,9916,1511,122,80075,3771,1,2025-03-23 16:26:45
humanevents.com,humanevents,US,129712,511,5276,1191,30679,1702,1,2025-03-23 16:26:45
buzzfeed.com,buzzfeedpol,US,129110,2639,1880,35,26264,1538,1,2025-03-23 16:26:45
deseret.com,deseret,US,129269,173,55933,3188,223157,1681,1,2025-03-23 16:26:45
oklahoman.com,theoklahoman_,US,129072,314,23203,638,163748,1295,1,2025-03-23 16:26:45
bipartisanreport.com,bipartisanism,US,128300,45723,24057,56070,63772,1113,1,2025-03-23 16:26:45
nytimes.com,dealbook,US,128239,366,1370,1618,80813,3520,1,2025-03-23 16:26:45
nationaljournal.com,nationaljournal,US,126285,1914,31513,1055,93576,3945,1,2025-03-23 16:26:45
airlinereporter.com,airlinereporter,US,126060,918,6613,11705,30407,2049,1,2025-03-23 16:26:45
heraldscotland.com,heraldscotland,GB,124424,1426,59121,1720,400231,1096,1,2025-03-23 16:26:45
armytimes.com,armytimes,US,123938,143,20558,244,65004,1257,1,2025-03-23 16:26:45
navytimes.com,navytimes,US,123564,225,21412,216,61725,1709,1,2025-03-23 16:26:45
fivethirtyeight.com,538politics,US,122816,208,760,44,2379,3010,1,2025-03-23 16:26:45
prnewswire.com,prnewswire,US,122653,25233,4057,1882,28485,5394,1,2025-03-23 16:26:45
thahakhabar.com,thahakhabar,NP,122516,6,44771,87,195803,0,1,2025-03-23 16:26:45
univision.com,alpunto,US,121235,804,38213,105,106142,742,1,2025-03-23 16:26:45
knoxnews.com,knoxnews,US,121224,4893,36713,972,191915,1118,1,2025-03-23 16:26:45
nationalinterest.org,thenatlinterest,US,121367,9696,4279,5313,175150,2335,1,2025-03-23 16:26:45
ltn.com.tw,ltntw,TW,121381,75,18442,232,20220,689,1,2025-03-23 16:26:45
cnn.com,cnntonight,US,120758,363,9299,34,20586,903,1,2025-03-23 16:26:45
thedispatch.com,thedispatch,US,120839,28,2113,3544,12781,898,1,2025-03-23 16:26:45
ultimahora.es,uhmallorca,ES,120372,1322,30269,5254,373255,993,1,2025-03-23 16:26:45
foxnews.com,americanewsroom,US,120211,617,9990,1798,38861,767,1,2025-03-23 16:26:45
wsj.com,wsjlawnews,US,119769,31,7,14,6565,2524,1,2025-03-23 16:26:45
theweek.com,theweek,US,118847,1356,53296,2851,118394,3483,1,2025-03-23 16:26:45
cnn.com,natseccnn,US,118877,1839,75,63,12133,3302,1,2025-03-23 16:26:45
rd.com,readersdigest,US,118509,945,15667,1769,96152,1644,1,2025-03-23 16:26:45
deccanchronicle.com,deccanchronicle,US,118216,213,78219,1439,402802,959,1,2025-03-23 16:26:45
harpers.org,harpers,US,117429,956,4745,9693,34641,3933,1,2025-03-23 16:26:45
reuters.com,reutersus,US,117281,316,160037,8,262110,3723,1,2025-03-23 16:26:45
themarshallproject.org,marshallproj,US,116720,777,4923,9825,54513,2133,1,2025-03-23 16:26:45
thestate.com,thestate,US,116767,2757,14721,1050,219353,1350,1,2025-03-23 16:26:45
kcrg.com,kcrg,US,116475,1182,10609,2811,247103,837,1,2025-03-23 16:26:45
ibtimes.com,ibtimes,US,116228,64,43981,760,227346,1648,1,2025-03-23 16:26:45
reuters.com,reuterstv,US,116164,412,38644,224,45006,1296,1,2025-03-23 16:26:45
alternet.org,alternet,US,115655,15849,3313,5622,87716,5373,1,2025-03-23 16:26:45
mongabay.com,mongabay,US,114563,0,18156,17082,49733,2930,1,2025-03-23 16:26:45
abcnews.go.com,abcnewslive,US,114751,290,34925,121,55797,2301,1,2025-03-23 16:26:45
publicintegrity.org,publicintegrity,US,114401,1082,3572,3620,52544,3501,1,2025-03-23 16:26:45
theinformation.com,theinformation,US,113915,701,4658,9582,29731,2657,1,2025-03-23 16:26:45
kpcc.org,kpcc,US,113481,1931,28591,9155,112965,1900,1,2025-03-23 16:26:45
dailyecho.co.uk,dailyecho,GB,113065,551,87727,511,191308,562,1,2025-03-23 16:26:45
memphisflyer.com,memphisflyer,US,112388,1575,5877,3471,47712,733,1,2025-03-23 16:26:45
calgarysun.com,calgarysun,US,112317,189,88191,480,189243,884,1,2025-03-23 16:26:45
wtoc.com,wtoc11,US,112173,1144,21060,7029,200745,577,1,2025-03-23 16:26:45
dailysignal.com,dailysignal,US,112557,3907,25199,8768,81415,1363,1,2025-03-23 16:26:45
timesunion.com,timesunion,US,111766,1952,8386,493,94207,1103,1,2025-03-23 16:26:45
kut.org,kut,US,111078,1746,7140,3974,66791,0,1,2025-03-23 16:26:45
richmond.com,rtdnews,US,110025,727,19800,947,160815,1429,1,2025-03-23 16:26:45
justsecurity.org,just_security,US,108991,3129,3098,11097,45203,2022,1,2025-03-23 16:26:45
mediapost.com,mediapost,US,108867,846,38172,22812,249205,5142,1,2025-03-23 16:26:45
nextcity.org,nextcityorg,US,108023,3317,11856,8844,52072,3676,1,2025-03-23 16:26:45
colorlines.com,colorlines,US,107930,1832,6558,1532,37135,2701,1,2025-03-23 16:26:45
abqjournal.com,abqjournal,US,108102,80,48061,7,106217,902,1,2025-03-23 16:26:45
theappeal.org,theappeal,US,107355,1705,2184,5960,22810,1204,1,2025-03-23 16:26:45
okayplayer.com,okayplayer,US,107237,4256,58512,15447,115401,1844,1,2025-03-23 16:26:45
greenvilleonline.com,greenvillenews,US,107051,769,7120,1553,127331,901,1,2025-03-23 16:26:45
courier-journal.com,courierjournal,US,107028,927,52320,3889,207484,1405,1,2025-03-23 16:26:45
vcstar.com,vcstar,US,107005,353,33809,1084,118157,814,1,2025-03-23 16:26:45
portlandmercury.com,portlandmercury,US,106718,1289,4724,6943,43471,1295,1,2025-03-23 16:26:45
zn.ua,zn_ua,UA,106602,799,5619,2335,196065,774,1,2025-03-23 16:26:45
financialpost.com,financialpost,CA,106659,702,57626,265,197090,1877,1,2025-03-23 16:26:45
lohud.com,lohud,US,106013,2070,34331,1433,172302,847,1,2025-03-23 16:26:45
splcenter.org,hatewatch,US,105203,523,6773,519,16376,1351,1,2025-03-23 16:26:45
washingtonpost.com,postopinions,US,104676,784,5641,255,204939,1461,1,2025-03-23 16:26:45
rnz.co.nznews,rnz_news,NZ,104211,161,1644,252,201265,992,1,2025-03-23 16:26:45
idahostatesman.com,idahostatesman,US,103302,3029,18740,1137,198119,1113,1,2025-03-23 16:26:45
pe.com,pressenterprise,US,103190,2731,31330,4945,234121,772,1,2025-03-23 16:26:45
publicpolicypolling.com,ppppolls,US,102776,342,191,9451,35498,3460,1,2025-03-23 16:26:45
fresnobee.com,fresnobee,US,102739,773,13538,3411,220101,980,1,2025-03-23 16:26:45
madworldnews.com,madworldnews,US,102211,58,22868,3764,104774,161,1,2025-03-23 16:26:45
bangordailynews.com,bangordailynews,US,102138,1119,38519,832,203344,962,1,2025-03-23 16:26:45
philadelphiaweekly.com,phillyweekly,US,102038,1260,2005,2602,17546,1102,1,2025-03-23 16:26:45
triblive.com,triblive,US,101569,190,22767,3180,307810,1260,1,2025-03-23 16:26:45
miami.com,miamicom,US,101176,1215,4862,7213,38234,956,1,2025-03-23 16:26:45
eastbaytimes.com,eastbaytimes,US,100627,1028,106366,497,299937,1540,1,2025-03-23 16:26:45
apnews.com,apbusiness,US,100516,1343,2649,11,24999,1298,1,2025-03-23 16:26:45
almapreta.com,alma_preta,BR,100477,560,4200,1581,14719,513,1,2025-03-23 16:26:45
adn.com,adndotcom,US,100490,5371,23633,284,82967,1422,1,2025-03-23 16:26:45
rollcall.com,rollcallpols,US,100197,614,162,4,42394,3881,1,2025-03-23 16:26:45
defector.com,defectormedia,US,98704,35,1559,2,16816,840,1,2025-03-23 16:26:45
daytondailynews.com,daytondailynews,US,98612,1008,72750,2489,273888,929,1,2025-03-23 16:26:45
mrctv.org,mrctv,US,97883,486,13387,1157,66824,561,1,2025-03-23 16:26:45
thenewstribune.com,thenewstribune,US,97750,525,9108,2177,204109,1238,1,2025-03-23 16:26:45
minnpost.com,minnpost,US,97457,3227,6129,1568,75716,1719,1,2025-03-23 16:26:45
attn.com,attn,US,97231,468,16431,3573,29056,1205,1,2025-03-23 16:26:45
lehighvalleylive.com,lehighvalley,US,97284,531,54198,465,157102,501,1,2025-03-23 16:26:45
huffingtonpost.com,huffpostimpact,US,97046,217,6500,26,36868,2762,1,2025-03-23 16:26:45
pressherald.com,pressherald,US,96851,1103,21382,12885,187879,1230,1,2025-03-23 16:26:45
masslive.com,masslivenews,US,96798,2165,35338,1370,211720,750,1,2025-03-23 16:26:45
cnn.com,cnnopinion,US,96438,441,2635,131,25377,995,1,2025-03-23 16:26:45
staradvertiser.com,staradvertiser,US,95774,293,90611,354,234944,1582,1,2025-03-23 16:26:45
timesfreepress.com,timesfreepress,US,95227,6709,23148,1129,152394,849,1,2025-03-23 16:26:45
dailycamera.com,dailycamera,US,94342,1083,55993,319,116999,1455,1,2025-03-23 16:26:45
maroelamedia.co.za,maroelamedia,ZA,94618,824,8241,918,163511,217,1,2025-03-23 16:26:45
mcall.com,mcall,US,94199,5000,21877,4043,224331,842,1,2025-03-23 16:26:45
news-press.com,thenewspress,US,94277,1076,40702,1577,181914,742,1,2025-03-23 16:26:45
msnbc.com,politicsnation,US,93650,8449,4290,935,22865,946,1,2025-03-23 16:26:45
ijr.com,theijr,US,93431,249,7850,1554,81302,1242,1,2025-03-23 16:26:45
kvoa.com,kvoa,US,93482,1591,33024,2241,182968,949,1,2025-03-23 16:26:45
hilltimes.com,thehilltimes,CA,92696,2330,32023,430,46831,1181,1,2025-03-23 16:26:45
jsonline.com,journalsentinel,US,92228,2369,7730,288,170067,1713,1,2025-03-23 16:26:45
naplesnews.com,ndn,US,91434,2070,38211,1789,189055,856,1,2025-03-23 16:26:45
metrotimes.com,metrotimes,US,90790,1109,13214,4250,50752,1041,1,2025-03-23 16:26:45
tucson.com,tucsonstar,US,90721,4219,73561,1262,245531,1107,1,2025-03-23 16:26:45
israelhayom.co.il,israelhayomeng,IL,90304,808,4269,3,43476,1261,1,2025-03-23 16:26:45
journalstar.com,journalstarnews,US,90155,848,19279,1392,156028,866,1,2025-03-23 16:26:45
kqed.org,kqed,US,89815,2734,30721,13605,102445,2451,1,2025-03-23 16:26:45
timescolonist.com,timescolonist,US,89498,871,6286,246,97680,1092,1,2025-03-23 16:26:45
vegasinc.com,vegasinc,US,89409,7640,3655,282,13750,636,1,2025-03-23 16:26:45
taskandpurpose.com,taskandpurpose,US,89079,118,24755,3900,75797,1078,1,2025-03-23 16:26:45
blacknews.com,blacknews,US,88920,214,3395,75,15648,1067,1,2025-03-23 16:26:45
madison.comwsj,wistatejournal,US,88957,1069,82103,737,329377,1534,1,2025-03-23 16:26:45
therealnews.com,therealnews,US,88811,3530,7787,4205,45886,2302,1,2025-03-23 16:26:45
worldpoliticsreview.com,wpreview,US,88572,869,8061,240,68260,1965,1,2025-03-23 16:26:45
yediot.co.il,yediotahronot,IL,88479,701,48178,2312,106969,583,1,2025-03-23 16:26:45
baltimoremagazine.com,baltimoremag,US,87900,4885,1921,4137,20143,911,1,2025-03-23 16:26:45
hindustantimes.com,hindustantimes,US,87755,18,3971,13,578719,382,1,2025-03-23 16:26:46
wbur.org,wbur,US,87543,1941,17755,1728,212634,2276,1,2025-03-23 16:26:46
psmag.com,pacificstand,US,87275,239,21992,4781,61996,1497,1,2025-03-23 16:26:46
northjersey.com,northjersey,US,87003,974,50311,2091,196893,998,1,2025-03-23 16:26:46
charlestoncitypaper.com,chascitypaper,US,86776,575,8687,3409,35752,747,1,2025-03-23 16:26:46
ksn.com,ksnnews,US,86122,1090,10293,5610,187148,678,1,2025-03-23 16:26:46
jacksonville.com,jaxdotcom,US,85801,2260,24816,1023,147176,1025,1,2025-03-23 16:26:46
arkansasonline.com,arkansasonline,US,85542,184,60540,239,230699,971,1,2025-03-23 16:26:46
imagekhabar.com,imagekhabar,NP,85141,3,60088,8,185843,141,1,2025-03-23 16:26:46
crooksandliars.com,crooksandliars,US,84995,535,3810,555,195026,2224,1,2025-03-23 16:26:46
citypaper.com,city_paper,US,84682,613,1490,79,26673,1081,1,2025-03-23 16:26:46
toledoblade.com,toledonews,US,84734,652,17017,702,179721,784,1,2025-03-23 16:26:46
commondreams.org,commondreams,US,84416,3538,7757,605,100443,2747,1,2025-03-23 16:26:46
calcalist.co.il,calcalist,IL,84299,280,26994,8066,81621,488,1,2025-03-23 16:26:46
airforcetimes.com,airforcetimes,US,83668,189,20082,182,60244,1056,1,2025-03-23 16:26:46
dissentmagazine.org,dissentmag,US,83357,2036,701,1592,22144,1798,1,2025-03-23 16:26:46
citizen-times.com,asheville,US,83289,554,17792,1283,153073,857,1,2025-03-23 16:26:46
curbed.com,curbed,US,83153,803,33712,3921,64660,1424,1,2025-03-23 16:26:46
bestofneworleans.com,the_gambit,US,82424,979,3114,3756,50348,1115,1,2025-03-23 16:26:46
kentucky.com,heraldleader,US,82390,9874,25669,3541,262094,1035,1,2025-03-23 16:26:46
wsj.com,whatsnewswsj,US,82284,53,1,1,1,1778,1,2025-03-23 16:26:46
poll.qu.edu,quinnipiacpoll,US,81951,3,728,1,3651,2011,1,2025-03-23 16:26:46
diariopopular.com.br,diariopopularrs,BR,81492,52,45950,1951,95395,289,1,2025-03-23 16:26:46
cnn.com,reliablesources,US,81308,325,1413,2837,6215,1467,1,2025-03-23 16:26:46
floridatoday.com,florida_today,US,81080,646,16798,9691,125096,1035,1,2025-03-23 16:26:46
13wmaz.com,13wmaznews,US,81081,455,58833,1757,210129,530,1,2025-03-23 16:26:46
crainsdetroit.com,crainsdetroit,US,80955,5281,29930,5100,135975,1398,1,2025-03-23 16:26:46
wttw.com,wttw,US,80807,3443,23034,6439,90501,1617,1,2025-03-23 16:26:46
fullmeasure.news,fullmeasurenews,US,80876,298,5210,693,6813,589,1,2025-03-23 16:26:46
voiceofsandiego.org,voiceofsandiego,US,80452,3373,2800,2624,48006,2017,1,2025-03-23 16:26:46
universalhub.com,universalhub,US,80305,15859,6273,70,205142,1610,1,2025-03-23 16:26:46
nbcnews.com,nbclatino,US,78459,3067,10235,6126,66739,1067,1,2025-03-23 16:26:46
nwitimes.com,nwi,US,78442,1648,53784,1417,230620,511,1,2025-03-23 16:26:46
npr.org,latinousa,US,78103,1528,3029,7706,42333,1277,1,2025-03-23 16:26:46
mashable.com,socialgood,US,77937,446,4090,566,13970,2886,1,2025-03-23 16:26:46
diariopopular.com.ar,populardiario,AR,77722,202,142253,3085,316212,476,1,2025-03-23 16:26:46
nytimes.com,nytnational,US,77265,683,21193,1659,238598,2528,1,2025-03-23 16:26:46
csmonitor.com,csmonitor,US,77162,1922,88057,15061,337247,3873,1,2025-03-23 16:26:46
dn.no,dn_no,NO,77004,79,759,149,38341,661,1,2025-03-23 16:26:46
baahrakhari.com,12khari,NP,76840,0,4252,70,159388,152,1,2025-03-23 16:26:46
amny.com,amnewyork,US,76794,937,38956,1673,106812,1733,1,2025-03-23 16:26:46
revealnews.org,reveal,US,76291,777,5144,7496,34101,1615,1,2025-03-23 16:26:46
univision.com,unipolitica,US,76392,1652,22240,922,55239,569,1,2025-03-23 16:26:46
firstthings.com,firstthingsmag,US,76424,7,3230,1272,42883,1533,1,2025-03-23 16:26:46
stupiddope.com,stupiddope,US,76327,34580,328047,75927,425865,1107,1,2025-03-23 16:26:46
politico.com,politicomag,US,76266,209,5283,551,60377,0,1,2025-03-23 16:26:46
ynetnews.com,ynetnews,US,76346,579,15874,552,104782,2019,1,2025-03-23 16:26:46
3newsnow.com,3newsnowomaha,US,76087,1044,4525,16315,112841,584,1,2025-03-23 16:26:46
marinecorpstimes.com,marinetimes,US,75975,96,18152,521,59049,743,1,2025-03-23 16:26:46
